ID,Sector,WorkFromHome,HoursWorkedPerDay,MeetingsPerDay,CommuteChange,StressLevel,ProductivityChange,HealthIssues,ChildcareResponsibilities,SalaryChange,JobSecurity,TechnologyAdaptation,CollaborationChallenges,ProductivityResilienceIndex,Age,YearsExperience,StressLevel_Numeric,ProductivityChange_Numeric,TechAdaptation_Numeric,CollaborationChallenges_Numeric,JobSecurity_Numeric,WorkFromHome_Numeric,HealthIssues_Numeric,ChildcareResponsibilities_Numeric
7473,IT,True,8.3,3,Decreased,Low,Decreased,True,False,No Change,Secure,Excellent,Moderate,91.4,23,3,1,-1,4,2,2,1,1,0
7474,Finance,True,7.2,3,Decreased,Low,No Change,False,True,Decreased,Secure,Excellent,Minor,95.7,39,13,1,0,4,1,2,1,0,1
7475,Retail,True,7.3,8,Decreased,High,Increased,False,False,Decreased,At Risk,Fair,Severe,24.4,33,13,3,1,2,3,0,1,0,0
7476,Healthcare,True,8.3,4,Decreased,Medium,Decreased,False,False,No Change,Secure,Excellent,Moderate,92.7,50,13,2,-1,4,2,2,1,0,0
7477,Retail,True,7.1,5,Decreased,Medium,Increased,False,False,Decreased,Uncertain,Poor,Moderate,47.1,34,13,2,1,1,2,1,1,0,0
7478,Retail,True,7.9,8,Decreased,Medium,Decreased,False,True,Decreased,At Risk,Poor,None,17.3,55,15,2,-1,1,0,0,1,0,1
7479,Finance,True,7.8,7,Decreased,High,Increased,True,False,No Change,Secure,Fair,Moderate,43.1,61,28,3,1,2,2,2,1,1,0
7480,IT,True,9.1,4,Decreased,Low,Decreased,False,True,No Change,Secure,Excellent,Minor,92.6,36,16,1,-1,4,1,2,1,0,1
7481,IT,True,7.7,4,No Change,Medium,Increased,True,False,Increased,Secure,Good,Moderate,68.5,44,13,2,1,3,2,2,1,1,0
7482,Finance,True,8.2,8,Decreased,Medium,Increased,False,True,No Change,Uncertain,Poor,Moderate,35.1,47,10,2,1,1,2,1,1,0,1
7483,Healthcare,True,9.1,3,No Change,High,Decreased,False,False,No Change,Secure,Excellent,None,81.6,31,11,3,-1,4,0,2,1,0,0
7484,IT,True,6.8,6,Decreased,High,Increased,True,False,Decreased,Secure,Excellent,Moderate,55.4,60,22,3,1,4,2,2,1,1,0
7485,Healthcare,False,10.9,2,Increased,High,No Change,False,False,Decreased,Uncertain,Fair,Moderate,34.1,53,23,3,0,2,2,1,0,0,0
7486,Retail,True,7.1,5,Decreased,Medium,Decreased,False,False,Decreased,At Risk,Fair,Severe,44.2,45,25,2,-1,2,3,0,1,0,0
7487,Education,True,10.0,5,Decreased,High,No Change,False,False,No Change,Secure,Poor,Moderate,57.3,39,14,3,0,1,2,2,1,0,0
7488,Retail,True,8.2,4,Decreased,High,Increased,False,True,No Change,Uncertain,Poor,Minor,27.0,40,0,3,1,1,1,1,1,0,1
7489,Finance,True,10.6,6,Decreased,High,Increased,True,True,No Change,Uncertain,Fair,Minor,17.6,55,22,3,1,2,1,1,1,1,1
7490,Retail,True,8.8,3,Decreased,Medium,Decreased,True,False,Increased,Secure,Good,Minor,75.1,28,8,2,-1,3,1,2,1,1,0
7491,Finance,True,7.0,6,Decreased,Low,Decreased,False,False,No Change,Secure,Good,Minor,99.9,35,2,1,-1,3,1,2,1,0,0
7492,Healthcare,True,6.9,3,Decreased,High,Decreased,False,True,Decreased,Secure,Poor,Moderate,51.7,32,12,3,-1,1,2,2,1,0,1
7493,Retail,True,9.6,8,Decreased,High,Decreased,False,False,Decreased,At Risk,Fair,Moderate,25.8,35,15,3,-1,2,2,0,1,0,0
7494,Healthcare,False,6.9,4,No Change,High,Decreased,True,False,No Change,Uncertain,Excellent,None,30.4,41,19,3,-1,4,0,1,0,1,0
7495,Healthcare,True,7.5,6,Decreased,Medium,Decreased,False,False,Increased,Secure,Poor,None,65.5,45,19,2,-1,1,0,2,1,0,0
7496,Finance,True,9.7,7,Decreased,High,No Change,True,False,No Change,Secure,Excellent,None,51.9,55,12,3,0,4,0,2,1,1,0
7497,Education,True,9.1,4,Decreased,High,No Change,False,False,Decreased,Secure,Excellent,Severe,65.3,50,12,3,0,4,3,2,1,0,0
7498,Retail,True,9.4,8,Decreased,Medium,Decreased,True,True,No Change,Secure,Good,Severe,64.1,58,30,2,-1,3,3,2,1,1,1
7499,Healthcare,True,7.0,3,Decreased,High,No Change,False,False,No Change,Uncertain,Good,Severe,57.3,25,2,3,0,3,3,1,1,0,0
7500,Retail,True,7.7,6,No Change,High,Decreased,False,True,No Change,At Risk,Fair,Minor,11.9,52,26,3,-1,2,1,0,1,0,1
7501,Healthcare,True,6.8,8,Decreased,High,No Change,False,True,No Change,Secure,Good,Severe,65.5,49,28,3,0,3,3,2,1,0,1
7502,Finance,True,11.0,6,Decreased,High,Increased,False,True,No Change,At Risk,Good,Severe,20.1,44,22,3,1,3,3,0,1,0,1
7503,IT,True,9.6,4,Decreased,Medium,Increased,False,True,Decreased,Secure,Good,Minor,85.5,25,5,2,1,3,1,2,1,0,1
7504,Finance,True,10.2,8,Decreased,Medium,Decreased,False,True,No Change,At Risk,Good,Moderate,36.0,51,12,2,-1,3,2,0,1,0,1
7505,Healthcare,True,8.3,8,No Change,Medium,No Change,False,False,Decreased,Uncertain,Good,None,68.4,42,22,2,0,3,0,1,1,0,0
7506,IT,True,8.3,7,Decreased,High,Increased,True,False,No Change,Uncertain,Good,Moderate,37.1,44,15,3,1,3,2,1,1,1,0
7507,Retail,False,10.7,5,Decreased,High,Decreased,False,False,Decreased,Secure,Fair,Minor,63.4,23,0,3,-1,2,1,2,0,0,0
7508,Healthcare,True,8.9,8,Decreased,High,Decreased,False,True,Increased,Secure,Fair,Moderate,61.0,38,18,3,-1,2,2,2,1,0,1
7509,Healthcare,True,8.7,5,Decreased,High,Decreased,False,True,No Change,Uncertain,Good,Moderate,52.5,49,6,3,-1,3,2,1,1,0,1
7510,Education,True,10.6,8,Decreased,High,No Change,False,False,Decreased,At Risk,Fair,Severe,20.2,38,18,3,0,2,3,0,1,0,0
7511,Education,False,9.0,5,Increased,Low,Increased,False,True,Decreased,Uncertain,Good,Minor,82.1,36,8,1,1,3,1,1,0,0,1
7512,IT,True,7.1,6,No Change,Medium,Decreased,False,False,Increased,Uncertain,Excellent,None,71.5,59,24,2,-1,4,0,1,1,0,0
7513,Healthcare,False,7.0,2,No Change,High,No Change,True,False,Increased,At Risk,Fair,None,0.5,38,18,3,0,2,0,0,0,1,0
7514,Retail,True,6.7,4,Decreased,High,Decreased,False,True,Increased,Uncertain,Good,None,36.8,54,30,3,-1,3,0,1,1,0,1
7515,Finance,True,8.0,7,Decreased,High,Decreased,True,True,No Change,At Risk,Good,None,16.5,25,5,3,-1,3,0,0,1,1,1
7516,Education,True,10.0,8,Decreased,High,Increased,False,False,No Change,Uncertain,Good,Severe,56.8,62,17,3,1,3,3,1,1,0,0
7517,Retail,True,9.6,3,Decreased,High,Decreased,False,True,Decreased,Uncertain,Good,None,47.9,26,6,3,-1,3,0,1,1,0,1
7518,Education,True,10.7,5,No Change,High,No Change,False,False,Increased,Secure,Excellent,Minor,73.1,30,2,3,0,4,1,2,1,0,0
7519,IT,True,10.3,7,Decreased,High,Increased,True,False,Decreased,Uncertain,Good,Minor,38.4,37,17,3,1,3,1,1,1,1,0
7520,Retail,True,6.8,7,Decreased,Medium,No Change,True,False,No Change,Secure,Poor,Moderate,56.3,42,22,2,0,1,2,2,1,1,0
7521,Finance,True,8.6,4,Decreased,Low,Decreased,False,True,No Change,Uncertain,Good,Severe,75.4,37,11,1,-1,3,3,1,1,0,1
7522,Finance,False,8.2,4,No Change,Low,Increased,False,False,No Change,Secure,Excellent,Moderate,100.0,47,27,1,1,4,2,2,0,0,0
7523,IT,True,8.4,7,No Change,Low,No Change,False,False,Decreased,Uncertain,Good,None,89.6,56,20,1,0,3,0,1,1,0,0
7524,Education,True,10.9,6,Decreased,High,Increased,False,False,Increased,Uncertain,Fair,Minor,33.0,59,2,3,1,2,1,1,1,0,0
7525,Finance,False,8.3,4,Decreased,High,Decreased,True,True,Decreased,Uncertain,Fair,Severe,13.8,23,3,3,-1,2,3,1,0,1,1
7526,Healthcare,False,7.0,5,Decreased,Medium,Increased,False,False,No Change,Secure,Fair,None,84.9,31,5,2,1,2,0,2,0,0,0
7527,Finance,True,6.5,5,No Change,Low,Decreased,False,False,No Change,Secure,Fair,Severe,84.2,29,9,1,-1,2,3,2,1,0,0
7528,Healthcare,False,9.8,3,No Change,High,Decreased,False,True,No Change,Secure,Excellent,Minor,68.1,53,11,3,-1,4,1,2,0,0,1
7529,Retail,True,8.3,8,No Change,High,Decreased,False,False,Decreased,At Risk,Fair,None,23.4,27,7,3,-1,2,0,0,1,0,0
7530,Education,True,10.7,3,Decreased,High,No Change,False,False,No Change,Secure,Fair,Moderate,63.5,52,3,3,0,2,2,2,1,0,0
7531,IT,True,8.2,8,Decreased,Medium,Decreased,True,True,Increased,Uncertain,Excellent,Minor,42.6,34,14,2,-1,4,1,1,1,1,1
7532,Healthcare,True,8.4,3,Decreased,Medium,Increased,False,False,No Change,Secure,Good,Severe,85.5,24,4,2,1,3,3,2,1,0,0
7533,Retail,True,9.9,6,Decreased,High,Decreased,True,False,Increased,Uncertain,Excellent,Moderate,37.7,34,11,3,-1,4,2,1,1,1,0
7534,Retail,True,10.1,5,Decreased,High,Decreased,False,True,No Change,Secure,Poor,Moderate,39.8,40,20,3,-1,1,2,2,1,0,1
7535,IT,True,7.0,3,Decreased,High,No Change,False,False,Increased,Secure,Excellent,None,75.9,37,17,3,0,4,0,2,1,0,0
7536,Finance,True,6.7,6,Decreased,Low,Increased,False,False,No Change,Secure,Fair,Severe,94.7,39,1,1,1,2,3,2,1,0,0
7537,IT,True,6.8,5,No Change,High,Increased,False,False,Increased,Secure,Fair,None,52.2,34,13,3,1,2,0,2,1,0,0
7538,Retail,True,10.7,7,Decreased,Medium,Decreased,True,False,Increased,At Risk,Fair,Moderate,20.7,22,2,2,-1,2,2,0,1,1,0
7539,Retail,True,10.5,8,Decreased,High,No Change,True,False,No Change,Uncertain,Good,Minor,32.2,30,10,3,0,3,1,1,1,1,0
7540,Finance,True,10.2,8,Decreased,Medium,Increased,False,False,No Change,Uncertain,Poor,Moderate,49.7,48,13,2,1,1,2,1,1,0,0
7541,Finance,False,8.0,3,Decreased,Medium,Increased,True,True,No Change,Uncertain,Good,Severe,39.8,28,4,2,1,3,3,1,0,1,1
7542,Healthcare,True,6.2,3,No Change,High,No Change,False,False,No Change,Uncertain,Good,Minor,53.3,32,12,3,0,3,1,1,1,0,0
7543,IT,True,10.1,6,Decreased,High,Increased,False,False,No Change,Uncertain,Fair,Minor,42.7,42,10,3,1,2,1,1,1,0,0
7544,Healthcare,True,9.7,4,No Change,Medium,Decreased,False,False,No Change,Secure,Excellent,None,81.1,56,16,2,-1,4,0,2,1,0,0
7545,IT,True,9.8,7,Decreased,High,Decreased,True,False,Increased,Secure,Excellent,Severe,62.6,45,18,3,-1,4,3,2,1,1,0
7546,Education,True,8.1,3,Decreased,High,Decreased,False,False,Decreased,At Risk,Good,None,30.8,61,4,3,-1,3,0,0,1,0,0
7547,Healthcare,True,8.7,7,Decreased,High,Decreased,False,False,Decreased,Uncertain,Good,Moderate,56.6,61,4,3,-1,3,2,1,1,0,0
7548,Finance,False,6.5,4,Increased,Low,Increased,False,False,Increased,Uncertain,Fair,Severe,73.1,61,3,1,1,2,3,1,0,0,0
7549,Healthcare,True,8.9,3,Decreased,Medium,Decreased,True,False,Decreased,Secure,Good,Minor,76.7,26,6,2,-1,3,1,2,1,1,0
7550,Education,True,9.2,3,Decreased,High,Decreased,False,False,No Change,Secure,Good,Moderate,75.2,59,19,3,-1,3,2,2,1,0,0
7551,Healthcare,True,7.3,3,Decreased,High,No Change,False,True,Decreased,Secure,Fair,Moderate,49.9,57,10,3,0,2,2,2,1,0,1
7552,Finance,False,10.3,4,No Change,Medium,Increased,False,True,No Change,Uncertain,Excellent,Severe,71.2,57,19,2,1,4,3,1,0,0,1
7553,Finance,True,7.4,6,Decreased,Medium,No Change,True,False,Increased,Secure,Fair,None,66.2,32,0,2,0,2,0,2,1,1,0
7554,Retail,True,8.5,7,Decreased,High,Increased,True,False,Increased,Secure,Excellent,Minor,60.9,25,5,3,1,4,1,2,1,1,0
7555,Education,True,7.0,4,Decreased,High,Decreased,False,True,No Change,Uncertain,Good,Minor,51.5,48,9,3,-1,3,1,1,1,0,1
7556,Retail,True,8.9,3,Decreased,High,Decreased,True,True,Decreased,At Risk,Fair,Minor,0.0,50,7,3,-1,2,1,0,1,1,1
7557,Retail,True,8.1,5,Decreased,Medium,No Change,False,False,No Change,At Risk,Fair,Minor,26.9,26,6,2,0,2,1,0,1,0,0
7558,Education,True,8.2,7,Decreased,Low,Decreased,False,False,Decreased,At Risk,Excellent,Minor,68.4,28,8,1,-1,4,1,0,1,0,0
7559,Finance,False,6.1,2,Decreased,High,Increased,False,True,No Change,Uncertain,Fair,Severe,40.2,47,6,3,1,2,3,1,0,0,1
7560,Healthcare,True,10.2,8,Decreased,High,No Change,False,False,Increased,Secure,Poor,Moderate,43.3,38,15,3,0,1,2,2,1,0,0
7561,IT,False,10.1,3,No Change,Medium,Increased,False,False,No Change,At Risk,Excellent,Minor,52.6,28,8,2,1,4,1,0,0,0,0
7562,Healthcare,True,10.0,7,Decreased,High,No Change,False,True,No Change,At Risk,Fair,Minor,11.5,38,9,3,0,2,1,0,1,0,1
7563,Retail,True,10.1,7,Decreased,High,Decreased,False,True,Decreased,Uncertain,Excellent,Minor,56.0,49,18,3,-1,4,1,1,1,0,1
7564,Retail,True,9.7,3,Decreased,High,Decreased,False,True,No Change,At Risk,Good,Severe,29.2,34,14,3,-1,3,3,0,1,0,1
7565,Finance,False,7.7,5,Decreased,Medium,No Change,False,False,No Change,At Risk,Poor,Minor,34.6,32,4,2,0,1,1,0,0,0,0
7566,Education,True,9.4,3,Decreased,Medium,Decreased,False,False,Decreased,Uncertain,Poor,Moderate,44.2,48,9,2,-1,1,2,1,1,0,0
7567,Healthcare,True,10.8,8,No Change,Medium,Decreased,False,False,No Change,Secure,Poor,Severe,59.8,35,4,2,-1,1,3,2,1,0,0
7568,Healthcare,True,6.6,4,Decreased,Medium,Decreased,False,False,Increased,Uncertain,Fair,Moderate,48.0,35,3,2,-1,2,2,1,1,0,0
7569,Finance,False,7.3,3,Increased,Low,Increased,False,True,No Change,Secure,Excellent,Minor,97.9,58,6,1,1,4,1,2,0,0,1
7570,Education,False,7.1,4,Increased,Low,Decreased,False,True,No Change,At Risk,Fair,None,40.8,45,16,1,-1,2,0,0,0,0,1
7571,Healthcare,True,6.2,4,Decreased,High,Decreased,True,False,Decreased,At Risk,Fair,Minor,0.0,61,13,3,-1,2,1,0,1,1,0
7572,IT,True,8.4,5,Decreased,High,No Change,False,False,No Change,Secure,Good,Moderate,65.6,59,7,3,0,3,2,2,1,0,0
7573,Finance,False,8.1,5,Increased,Medium,Increased,True,False,No Change,At Risk,Fair,None,23.3,25,1,2,1,2,0,0,0,1,0
7574,IT,True,9.4,7,No Change,High,Increased,True,False,Decreased,Secure,Excellent,Moderate,54.2,45,25,3,1,4,2,2,1,1,0
7575,Healthcare,True,6.0,6,No Change,High,Decreased,False,False,Decreased,Uncertain,Poor,Minor,36.4,35,6,3,-1,1,1,1,1,0,0
7576,Finance,True,8.9,4,Decreased,Low,Increased,True,False,Increased,Secure,Fair,Moderate,68.5,61,6,1,1,2,2,2,1,1,0
7577,Retail,True,9.8,5,Decreased,Medium,Decreased,False,False,No Change,At Risk,Excellent,Moderate,56.6,27,7,2,-1,4,2,0,1,0,0
7578,Finance,False,10.5,5,Increased,High,Decreased,False,False,Increased,Secure,Fair,Minor,57.0,61,11,3,-1,2,1,2,0,0,0
7579,Healthcare,True,6.7,3,Decreased,High,No Change,True,True,Decreased,Secure,Excellent,None,63.5,23,3,3,0,4,0,2,1,1,1
7580,IT,True,7.9,7,Decreased,Medium,Decreased,True,False,No Change,At Risk,Good,Moderate,24.4,51,25,2,-1,3,2,0,1,1,0
7581,Healthcare,True,6.3,3,Decreased,High,Decreased,False,False,No Change,Secure,Excellent,None,68.4,35,15,3,-1,4,0,2,1,0,0
7582,Finance,True,9.2,3,Decreased,High,Increased,False,False,No Change,Secure,Poor,None,49.8,47,19,3,1,1,0,2,1,0,0
7583,Education,False,9.0,4,No Change,High,No Change,False,False,No Change,Uncertain,Good,None,42.1,40,20,3,0,3,0,1,0,0,0
7584,Retail,True,8.1,3,Decreased,Medium,No Change,False,False,No Change,At Risk,Good,Severe,48.6,41,21,2,0,3,3,0,1,0,0
7585,Finance,False,8.1,4,Decreased,Low,No Change,False,False,Decreased,Uncertain,Fair,Moderate,77.5,43,6,1,0,2,2,1,0,0,0
7586,Education,True,7.5,7,Decreased,High,No Change,False,False,Increased,At Risk,Excellent,Minor,36.8,46,16,3,0,4,1,0,1,0,0
7587,Education,True,8.8,7,Decreased,High,No Change,True,False,Increased,At Risk,Excellent,Severe,22.7,56,9,3,0,4,3,0,1,1,0
7588,Healthcare,True,6.8,3,Decreased,Medium,Decreased,False,False,No Change,Uncertain,Fair,Severe,54.1,33,1,2,-1,2,3,1,1,0,0
7589,Retail,True,7.7,5,Decreased,High,Increased,True,True,No Change,At Risk,Good,Moderate,11.6,22,2,3,1,3,2,0,1,1,1
7590,Finance,True,6.3,5,Decreased,High,Decreased,False,False,Increased,Secure,Good,Moderate,73.4,43,23,3,-1,3,2,2,1,0,0
7591,IT,True,8.9,5,Decreased,Medium,No Change,False,True,Decreased,Secure,Fair,None,78.5,31,11,2,0,2,0,2,1,0,1
7592,Healthcare,True,9.3,3,Decreased,Medium,Decreased,False,False,Increased,Secure,Fair,None,77.6,49,17,2,-1,2,0,2,1,0,0
7593,Retail,True,6.2,6,Decreased,High,No Change,False,False,No Change,At Risk,Excellent,Moderate,42.5,37,1,3,0,4,2,0,1,0,0
7594,IT,True,10.6,8,Decreased,High,Increased,False,True,Increased,At Risk,Good,Moderate,16.6,36,16,3,1,3,2,0,1,0,1
7595,Finance,True,6.4,7,Decreased,Medium,Decreased,False,False,Decreased,Uncertain,Fair,None,48.8,51,8,2,-1,2,0,1,1,0,0
7596,Finance,True,8.2,8,Decreased,Low,No Change,False,False,No Change,At Risk,Good,Minor,69.8,54,13,1,0,3,1,0,1,0,0
7597,IT,True,8.8,3,Decreased,Medium,Increased,False,False,No Change,At Risk,Excellent,Severe,49.4,58,5,2,1,4,3,0,1,0,0
7598,IT,True,6.9,4,No Change,High,Increased,False,False,No Change,At Risk,Excellent,Severe,28.3,43,18,3,1,4,3,0,1,0,0
7599,IT,False,8.2,3,No Change,Medium,Decreased,False,True,No Change,Secure,Fair,Minor,78.1,45,19,2,-1,2,1,2,0,0,1
7600,IT,True,6.8,3,Decreased,Medium,Decreased,False,True,Decreased,Secure,Excellent,Severe,93.2,40,18,2,-1,4,3,2,1,0,1
7601,Healthcare,True,9.6,4,Decreased,Medium,No Change,False,False,No Change,Secure,Good,Minor,92.7,61,27,2,0,3,1,2,1,0,0
7602,Healthcare,False,10.4,3,Increased,Medium,No Change,False,True,No Change,Uncertain,Good,Severe,52.4,58,23,2,0,3,3,1,0,0,1
7603,Education,True,6.5,6,Decreased,High,Decreased,True,True,Increased,Secure,Good,Severe,59.1,37,17,3,-1,3,3,2,1,1,1
7604,IT,False,10.3,2,Decreased,High,No Change,False,True,No Change,Secure,Fair,Minor,57.8,41,19,3,0,2,1,2,0,0,1
7605,Healthcare,False,6.6,5,Decreased,High,No Change,False,False,No Change,Uncertain,Good,None,54.1,38,15,3,0,3,0,1,0,0,0
7606,IT,True,8.7,4,No Change,High,Increased,False,True,No Change,Secure,Excellent,Severe,60.7,62,17,3,1,4,3,2,1,0,1
7607,IT,True,10.3,7,Decreased,Medium,Increased,False,True,Decreased,Secure,Good,Minor,84.9,52,17,2,1,3,1,2,1,0,1
7608,IT,True,8.5,5,Decreased,Medium,Increased,True,False,Increased,Secure,Excellent,Minor,65.2,28,8,2,1,4,1,2,1,1,0
7609,IT,False,9.0,2,No Change,Low,Increased,False,False,Increased,At Risk,Excellent,None,59.1,30,10,1,1,4,0,0,0,0,0
7610,Healthcare,True,6.7,8,Decreased,High,Increased,False,False,Decreased,Secure,Fair,Severe,66.2,58,27,3,1,2,3,2,1,0,0
7611,Education,True,8.1,5,No Change,High,No Change,False,False,No Change,Secure,Good,Severe,71.9,22,2,3,0,3,3,2,1,0,0
7612,Retail,True,8.4,5,Decreased,Medium,Decreased,False,True,Increased,At Risk,Fair,Severe,30.0,59,0,2,-1,2,3,0,1,0,1
7613,Healthcare,True,7.5,4,Decreased,Medium,Decreased,False,False,Decreased,Uncertain,Fair,Moderate,50.0,49,29,2,-1,2,2,1,1,0,0
7614,Retail,True,6.7,4,No Change,High,Decreased,False,False,No Change,Secure,Good,Severe,69.8,60,26,3,-1,3,3,2,1,0,0
7615,Education,True,10.4,7,Decreased,Medium,Increased,True,False,No Change,Secure,Good,Severe,62.1,22,2,2,1,3,3,2,1,1,0
7616,IT,True,7.0,8,Decreased,High,No Change,False,True,Decreased,Secure,Excellent,None,71.8,23,3,3,0,4,0,2,1,0,1
7617,Education,False,6.6,5,Decreased,High,Decreased,True,False,Decreased,Secure,Excellent,Minor,64.0,28,2,3,-1,4,1,2,0,1,0
7618,Finance,True,6.8,7,Decreased,Low,Increased,True,False,Decreased,Uncertain,Good,Moderate,74.7,39,19,1,1,3,2,1,1,1,0
7619,Healthcare,True,7.3,7,Decreased,High,No Change,False,True,No Change,Secure,Good,Severe,71.3,51,25,3,0,3,3,2,1,0,1
7620,Healthcare,True,6.2,8,Decreased,High,No Change,True,False,No Change,Secure,Good,Moderate,52.1,23,3,3,0,3,2,2,1,1,0
7621,Healthcare,True,7.1,5,Decreased,High,No Change,True,False,No Change,Secure,Excellent,Severe,53.3,39,19,3,0,4,3,2,1,1,0
7622,Education,False,10.2,3,No Change,Medium,Decreased,False,True,No Change,Uncertain,Excellent,None,68.3,56,1,2,-1,4,0,1,0,0,1
7623,Education,True,9.5,7,Decreased,High,Increased,True,False,No Change,Secure,Fair,Severe,39.3,23,3,3,1,2,3,2,1,1,0
7624,Retail,True,7.2,3,No Change,High,Decreased,True,False,Increased,Secure,Poor,Moderate,36.8,57,7,3,-1,1,2,2,1,1,0
7625,IT,True,7.2,7,Decreased,High,No Change,False,False,No Change,Uncertain,Excellent,None,61.5,34,11,3,0,4,0,1,1,0,0
7626,Healthcare,True,8.1,7,Decreased,High,No Change,False,False,No Change,Secure,Fair,Minor,54.2,29,9,3,0,2,1,2,1,0,0
7627,Education,False,8.1,5,No Change,Medium,Decreased,True,True,Decreased,Secure,Excellent,None,69.3,59,20,2,-1,4,0,2,0,1,1
7628,IT,True,8.9,5,Decreased,Medium,Increased,False,False,No Change,Uncertain,Excellent,Minor,64.5,37,7,2,1,4,1,1,1,0,0
7629,Healthcare,False,10.6,4,Increased,High,Decreased,True,False,No Change,Secure,Poor,None,41.9,59,27,3,-1,1,0,2,0,1,0
7630,IT,True,10.9,4,Decreased,Medium,Decreased,False,True,Decreased,Secure,Good,Severe,70.1,60,21,2,-1,3,3,2,1,0,1
7631,Education,True,7.7,3,Decreased,High,No Change,False,False,No Change,Uncertain,Poor,Severe,23.8,51,8,3,0,1,3,1,1,0,0
7632,Education,False,8.6,2,Increased,High,Decreased,False,True,No Change,Secure,Fair,Minor,51.7,48,26,3,-1,2,1,2,0,0,1
7633,Retail,True,6.8,6,Decreased,High,Decreased,False,False,No Change,Secure,Fair,Severe,69.3,35,15,3,-1,2,3,2,1,0,0
7634,Retail,True,10.7,8,Decreased,High,No Change,False,False,No Change,Uncertain,Good,Minor,53.5,43,16,3,0,3,1,1,1,0,0
7635,IT,True,9.8,4,Decreased,Medium,No Change,True,False,Decreased,Uncertain,Good,Minor,44.5,56,29,2,0,3,1,1,1,1,0
7636,Healthcare,True,8.7,4,Decreased,Medium,Decreased,False,True,Increased,Secure,Poor,Moderate,52.0,32,12,2,-1,1,2,2,1,0,1
7637,Retail,True,10.8,7,Decreased,High,Decreased,False,True,Decreased,Uncertain,Good,Minor,47.7,32,12,3,-1,3,1,1,1,0,1
7638,Healthcare,False,7.2,2,Decreased,High,Decreased,True,False,No Change,Secure,Fair,None,49.9,38,13,3,-1,2,0,2,0,1,0
7639,Education,True,9.1,4,No Change,Medium,Decreased,False,False,Increased,At Risk,Excellent,Severe,54.0,50,5,2,-1,4,3,0,1,0,0
7640,Retail,True,7.5,5,Decreased,High,Increased,False,False,No Change,At Risk,Good,None,34.8,30,1,3,1,3,0,0,1,0,0
7641,Education,True,11.0,7,Decreased,High,Decreased,True,False,No Change,At Risk,Excellent,None,26.3,49,6,3,-1,4,0,0,1,1,0
7642,Healthcare,True,6.5,3,Decreased,High,Decreased,False,False,Increased,Uncertain,Poor,None,31.2,25,5,3,-1,1,0,1,1,0,0
7643,Healthcare,True,8.5,7,Decreased,High,Decreased,False,False,Increased,At Risk,Fair,Minor,17.1,48,19,3,-1,2,1,0,1,0,0
7644,Finance,True,8.7,7,Decreased,Low,No Change,False,False,Decreased,Uncertain,Good,Moderate,76.4,38,18,1,0,3,2,1,1,0,0
7645,Retail,True,9.4,6,Decreased,Medium,No Change,False,False,No Change,At Risk,Good,Severe,48.7,54,29,2,0,3,3,0,1,0,0
7646,IT,True,8.9,8,Decreased,Medium,Increased,True,True,No Change,Secure,Excellent,Minor,74.4,45,25,2,1,4,1,2,1,1,1
7647,Education,False,6.6,4,Decreased,Medium,Decreased,False,True,Decreased,Uncertain,Good,None,62.5,51,17,2,-1,3,0,1,0,0,1
7648,Education,False,8.8,4,Increased,Medium,Decreased,False,True,No Change,Secure,Good,Minor,75.1,58,25,2,-1,3,1,2,0,0,1
7649,Retail,False,7.8,5,No Change,Medium,Decreased,False,False,No Change,At Risk,Excellent,Minor,57.1,60,11,2,-1,4,1,0,0,0,0
7650,Healthcare,True,8.9,4,Decreased,High,No Change,False,True,Increased,Secure,Good,Minor,64.4,41,12,3,0,3,1,2,1,0,1
7651,Education,False,8.6,5,Decreased,Medium,Decreased,False,False,No Change,Secure,Good,Severe,82.9,39,12,2,-1,3,3,2,0,0,0
7652,Healthcare,True,6.5,7,Decreased,Medium,Decreased,True,False,No Change,Secure,Fair,Severe,62.8,51,11,2,-1,2,3,2,1,1,0
7653,Finance,True,9.2,6,No Change,Medium,No Change,True,True,No Change,Secure,Good,Minor,59.1,46,25,2,0,3,1,2,1,1,1
7654,IT,False,9.3,3,Increased,Medium,Increased,False,True,Increased,Secure,Good,None,72.4,59,26,2,1,3,0,2,0,0,1
7655,IT,True,7.9,3,Decreased,Medium,Decreased,False,False,Decreased,Uncertain,Excellent,Severe,66.1,44,17,2,-1,4,3,1,1,0,0
7656,Finance,True,7.8,4,No Change,High,Decreased,False,True,No Change,Uncertain,Fair,Severe,27.3,27,7,3,-1,2,3,1,1,0,1
7657,IT,False,8.1,2,Increased,Low,Increased,False,False,No Change,Secure,Good,None,92.0,24,4,1,1,3,0,2,0,0,0
7658,Education,True,9.4,5,Decreased,High,Decreased,False,False,Decreased,Uncertain,Good,Minor,45.6,41,21,3,-1,3,1,1,1,0,0
7659,IT,True,8.5,6,No Change,Medium,No Change,True,True,Increased,Secure,Fair,Severe,49.4,55,26,2,0,2,3,2,1,1,1
7660,IT,True,8.2,7,Decreased,Medium,Increased,False,False,Increased,At Risk,Excellent,Moderate,57.0,49,28,2,1,4,2,0,1,0,0
7661,Education,True,7.4,3,Decreased,High,No Change,True,True,Decreased,At Risk,Fair,Severe,0.0,37,8,3,0,2,3,0,1,1,1
7662,IT,False,8.4,5,Decreased,Medium,Increased,False,False,No Change,Secure,Excellent,None,89.3,51,7,2,1,4,0,2,0,0,0
